Title                              ;URL
Taylor Swift - All Too Well (Taylor's Version) (Lyric Video);https://www.youtube.com/watch?v=9OQBDdNHmXo
Taylor Swift ft. Ed Sheeran - Everything Has Changed (Taylor's Version) (Lyric Video);https://www.youtube.com/watch?v=eMcMbWl0fDk
Taylor Swift - All Too Well (10 Minute Version) (Lyric Video);https://www.youtube.com/watch?v=sRxrwjOtIag
Taylor Swift - Ronan (Taylor's Version) (Lyric Video);https://www.youtube.com/watch?v=kdiBc40gW7s
Taylor Swift - We Are Never Ever... (Taylor's Version) (Lyric Video);https://www.youtube.com/watch?v=zJFcr1KyFqE
Taylor Swift - I Knew You Were Trouble (Taylor's Version) (Lyric Video);https://www.youtube.com/watch?v=TqAollrUJdA
Taylor Swift - 22 (Taylor's Version) (Lyric Video);https://www.youtube.com/watch?v=9boiT64sm0Q
Taylor Swift - Style;https://www.youtube.com/watch?v=-CmadmM5cOk
Master Blaster - Everywhere (Radio Mix);https://www.youtube.com/watch?v=fve_Vmu5uqY
Master Blaster - Walking In Memphis;https://www.youtube.com/watch?v=5A96ZONhAtQ
Kelly Clarkson - Heartbeat Song;https://www.youtube.com/watch?v=d4_6N-k5VS4
Taylor Swift - champagne problems (Official Lyric Video);https://www.youtube.com/watch?v=wMpqCRF7TKg
My Chemical Romance - Welcome To The Black Parade [Official Music Video] [HD];https://www.youtube.com/watch?v=RRKJiM9Njr8
champagne problems;https://www.youtube.com/watch?v=g9aNdMLYUrk
Laura non c'è - Nek et Cerena et les 500 Choristes (Greek subtitles);https://www.youtube.com/watch?v=4IukGmpeiz0
Ed Sheeran - Shivers [Official Video];https://www.youtube.com/watch?v=Il0S8BoucSA
Seal - Kiss From A Rose (Official Music Video) + Lyrics (HQ - High Quality);https://www.youtube.com/watch?v=yivLt9cTaio
Taylor Swift - The Man (Official Video);https://www.youtube.com/watch?v=AqAJLh9wuZ0
The Kid LAROI, Justin Bieber - STAY (Official Video);https://www.youtube.com/watch?v=kTJczUoc26U
Emilíana Torrini - Jungle Drum (Official Video);https://www.youtube.com/watch?v=iZ9vkd7Rp-g
Taylor Swift - Lover;https://www.youtube.com/watch?v=-BjZmE2gtdo
Shakira - Don't Wait Up (Official Video);https://www.youtube.com/watch?v=mr7ZfX1E55g
Electric Youth & College - A Real Hero (DRIVE);https://www.youtube.com/watch?v=XoHI6Zus2UI
Taylor Swift - The Best Day (Taylor's Version) (Official Music Video);https://www.youtube.com/watch?v=n0cde-Km05o
Taylor Swift - Love Story (Taylor’s Version) [Official Lyric Video];https://www.youtube.com/watch?v=aXzVF3XeS8M
Taylor Swift - You Belong With Me (Taylor's Version) (Lyric Video);https://www.youtube.com/watch?v=vwp8Ur6tO-8
Taylor Swift - Wildest Dreams (Taylor’s Version) (Official Audio);https://www.youtube.com/watch?v=CUr_UwUUXzU
BURN IT DOWN [Official Music Video] - Linkin Park;https://www.youtube.com/watch?v=dxytyRy-O1k
Christina Aguilera - Hurt (Main Video);https://www.youtube.com/watch?v=wwCykGDEp7M
Safe & Sound feat. The Civil Wars (The Hunger Games: Songs From District 12 And Beyond);https://www.youtube.com/watch?v=RzhAS_GnJIc
Agnes - Release Me (Official Music Video);https://www.youtube.com/watch?v=keYXzDh5JEQ
Elton John, Dua Lipa - Cold Heart (PNAU Remix) (Official Video);https://www.youtube.com/watch?v=qod03PVTLqk
Dzeko & Torres - L'Amour Toujours feat. Delaney Jane (Tiësto Edit) [Official Lyric Video];https://www.youtube.com/watch?v=g2rdrNONy7k
Lasgo - Something   (OFFICIAL VIDEO);https://www.youtube.com/watch?v=BF5bV6oWXJg
Lasgo - Surrender [Official Video];https://www.youtube.com/watch?v=mYdUwyJBRrc
Thegiornalisti - Riccione;https://www.youtube.com/watch?v=nrgMQ88jHj0
Spandau Ballet - Through the Barricades;https://www.youtube.com/watch?v=yn7HXmzxqV8
Martin Tungevaag - Wicked Wonderland (Official Video HD);https://www.youtube.com/watch?v=egtI2xqg75E
Ed Sheeran - Bad Habits [Official Video];https://www.youtube.com/watch?v=orJSJGHjBLI
Tungevaag - Ride With Me (feat. Kid Ink) [Official Music Video];https://www.youtube.com/watch?v=dX4IzQSPqtg
Deleted video;https://www.youtube.com/watch?v=97bKSqH6jH4
Laura Pausini - E Ritorno Da Te (Official Video);https://www.youtube.com/watch?v=H686vAjvVDU
sangiovanni - malibu;https://www.youtube.com/watch?v=8RwFEcQ36Z4
Chesney Hawkes - The One and Only (Official Music Video);https://www.youtube.com/watch?v=ZvMsp7s78Do
Bryan Adams - Can't Stop This Thing We Started;https://www.youtube.com/watch?v=lP4Nnek6DCo
Martin Garrix & Dean Lewis - Used To Love (Official Video);https://www.youtube.com/watch?v=LEh9F67Z5n8
Kungs - Never Going Home (clip officiel);https://www.youtube.com/watch?v=QH2a6V-W87U
SUPER-Hi x NEEKA - Following The Sun (Official Music Video);https://www.youtube.com/watch?v=uZsY4S4ckMU
Roxette - Spending My Time;https://www.youtube.com/watch?v=eG0IYV6G0I0
Olly Murs - Dear Darlin';https://www.youtube.com/watch?v=m20BTdy9FGI
Robin Schulz, Alle Farben, Israel Kamakawiwo'ole - Over The Rainbow / Wonderful World (Lyric Video);https://www.youtube.com/watch?v=AawV6dpb8So
Laurell - Habit (Official Lyric Video);https://www.youtube.com/watch?v=9Ud-3_ncZ_c
Rachel Platten - Fight Song (Official Video);https://www.youtube.com/watch?v=xo1VInw-SKc
JENNIFER PAIGE "CRUSH" original version (Official Video) HQ;https://www.youtube.com/watch?v=EIhSnaqou0I
Beverley Craven - Promise Me;https://www.youtube.com/watch?v=EmTBKbyaEjU
Tom Grennan - Little Bit of Love (Official Video);https://www.youtube.com/watch?v=SsdkvYdSzlg
Raul Orellana - The Real Wild House (12" Wild Mix) 1989;https://www.youtube.com/watch?v=Mb9PgpOyLuA
Doris Day - Que Sera Sera;https://www.youtube.com/watch?v=xZbKHDPPrrc
YouNotUs, Janieck, Senex - Narcotic (OFFICIAL MUSIC VIDEO);https://www.youtube.com/watch?v=yQoKd5fu3t4
Laura Pausini & Helene Segara  On N'oublie Jamais Rien On Vit Avec;https://www.youtube.com/watch?v=YaUUamRMaSk
Ten Sharp - You;https://www.youtube.com/watch?v=SZQpVX8RIZY
Kate Ryan - Désenchantée;https://www.youtube.com/watch?v=tmPws7eXcVk
Bob Sinclar & Raffaella Carrà - Far l'Amore;https://www.youtube.com/watch?v=AeWYXKWBwm0
Raffaella Carrà - A far l'amore comincia tu (Libelei) (1977) • TopPop;https://www.youtube.com/watch?v=YnBs1MuGSAA
LA Vision & Gigi D'Agostino - Hollywood ( Official Lyric Video );https://www.youtube.com/watch?v=zVZXYdcIIKU
Roxette - How Do You Do!;https://www.youtube.com/watch?v=nx2iLOvP0rM
Julia Michaels - Issues;https://www.youtube.com/watch?v=9Ke4480MicU
David Guetta & Afrojack ft Charli XCX & French Montana - Dirty Sexy Money (Official Video);https://www.youtube.com/watch?v=AenmqoozqoA
AZZURRO - ADRIANO CELENTANO;https://www.youtube.com/watch?v=HCyzGuipTd4
Fabio Rovazzi feat. Gianni Morandi - Volare (Official Video);https://www.youtube.com/watch?v=MtJ0lrIGSAE
Vonda Shepard - Searchin' My Soul (Official Music Video);https://www.youtube.com/watch?v=1n4E74tE1nU
J-AX & Fedez - Italiana;https://www.youtube.com/watch?v=OjkfOX-g6Js
Fabio Rovazzi - ANDIAMO A COMANDARE (Official Video);https://www.youtube.com/watch?v=Kifn_WVGReM
Cerena et Nek - Laura non c'e;https://www.youtube.com/watch?v=WSJIf3r3Fzs
DJ Antoine x Tommycassi - Solo per stanotte (ma cherie) [Simon Dekkers Mix] [Official Video];https://www.youtube.com/watch?v=1QbQNyctOxM
Dj Matrix & Matt Joe - Sarà perchè ti amo (feat. Carolina Marquez);https://www.youtube.com/watch?v=qFztWkQMiE0
Fabio Rovazzi - Faccio Quello Che Voglio (Official Video);https://www.youtube.com/watch?v=qwezlIJXMqo
Fiction Factory - (Feels Like) Heaven (Video);https://www.youtube.com/watch?v=KQBoeBgb0uk
Barry White - My First My Last My Everything;https://www.youtube.com/watch?v=tB54XUhA9_w
The Exciters - Tell Him;https://www.youtube.com/watch?v=G2sH6h0ViDg
Peter Schilling - Major Tom (Coming Home) (Official Video);https://www.youtube.com/watch?v=wO0A0XcWy88
Genesis - Land Of Confusion (Official Music Video);https://www.youtube.com/watch?v=TlBIa8z_Mts
Ava Max - EveryTime I Cry [Official Lyric Video];https://www.youtube.com/watch?v=ipEiW6eQQcU
Luciano Pavarotti - La Donna È Mobile (Rigoletto);https://www.youtube.com/watch?v=xCFEk6Y8TmM
Train - Drive By (Official Music Video);https://www.youtube.com/watch?v=oxqnFJ3lp5k
Lune De Miel - Paradise Mi Amor - 1984;https://www.youtube.com/watch?v=TFTz0mILy8Y
Kimera - The Lost Opera 1985;https://www.youtube.com/watch?v=TwCB1ozLg3c
Comanchero MoonRay Video Clip 1984 (MCM);https://www.youtube.com/watch?v=n_pLleIU41A
Mashiro Ayano - Ideal White;https://www.youtube.com/watch?v=-P_B2AC5WJM
Aimer - Brave Shine;https://www.youtube.com/watch?v=XeI8E20ZUE4
Robin S - Show Me Love (Official Music Video) [1993];https://www.youtube.com/watch?v=Ps2Jc28tQrw
The Script - Rain (Official Video);https://www.youtube.com/watch?v=-iA-MHxa8C8
Eric Prydz – Call On Me (Official HD Video) [2004];https://www.youtube.com/watch?v=qetW6R9Jxs4
Martin Garrix feat. Bono & The Edge - We Are The People [UEFA EURO 2020 Song] (Official Video);https://www.youtube.com/watch?v=kGT73GcwhCU
Phil Collins - Don't Lose My Number (Official Music Video);https://www.youtube.com/watch?v=B7Z-eUmR2bM
Fools Garden - Lemon Tree (Official Video);https://www.youtube.com/watch?v=wCQfkEkePx8
Roxette - Fading Like A Flower;https://www.youtube.com/watch?v=8fGLiIvKKys
Anna Naklab feat. Alle Farben & YouNotUs - Supergirl [Official Video];https://www.youtube.com/watch?v=31tiWX-8bdc
Reamonn - Supergirl;https://www.youtube.com/watch?v=ucI3IpuM-NQ
Robbie Williams - Supreme;https://www.youtube.com/watch?v=ULTtWUZhD9c
Nathan Evans - Wellerman (Sea Shanty);https://www.youtube.com/watch?v=qP-7GNoDJ5c
Ultravox - Dancing With Tears In My Eyes (Official Music Video);https://www.youtube.com/watch?v=PSQWUZ8a2Ho
Stardust - Music Sounds Better With You (Official Music Video);https://www.youtube.com/watch?v=FQlAEiCb8m0
Falco - Rock Me Amadeus (Official Video);https://www.youtube.com/watch?v=cVikZ8Oe_XA
Ofenbach & Quarterhead - Head Shoulders Knees & Toes (feat. Norma Jean Martine) [Lyric Video];https://www.youtube.com/watch?v=lPx0n6X0d8g
Nilda Fernandez - Nos fiançailles (Clip officiel);https://www.youtube.com/watch?v=njQMN11hKjs
Ultravox - Hymn (Official Music Video);https://www.youtube.com/watch?v=RXLkpwFs8Fs
Therapie TAXI - Eté 90 (Clip Officiel / Rupture 2 merde);https://www.youtube.com/watch?v=sKQIWaEPplQ
Dua Lipa - Love Again (Official Lyrics Video);https://www.youtube.com/watch?v=LAdxhHz6Tu4
Purple Disco Machine - Fireworks (Ft. Moss Kena & The Knocks) - Official Video;https://www.youtube.com/watch?v=8tcYQEk1EVQ
Placebo - Johnny and Mary (Official Audio);https://www.youtube.com/watch?v=1W6U1RCYLt4
Leony - Faded Love (Official Video 4K);https://www.youtube.com/watch?v=CE7ymQByeH0
Sia - Courage To Change (Lyric Video);https://www.youtube.com/watch?v=YAA8vaDfCRk
P!nk, Willow Sage Hart - Cover Me In Sunshine (Official Video);https://www.youtube.com/watch?v=vGZhMIXH62M
Uniting Nations - Out of Touch (Ivan Remix);https://www.youtube.com/watch?v=3iaUZHXsVNg
The Weeknd & Ariana Grande - Save Your Tears (Remix) (Official Video);https://www.youtube.com/watch?v=LIIDh-qI9oI
MEDUZA - Paradise ft. Dermot Kennedy;https://www.youtube.com/watch?v=e7HBypw4lhY
Zoe Wees - Girls Like Us;https://www.youtube.com/watch?v=ao4giEvkV0U
OneRepublic - If I Lose Myself (Official Music Video);https://www.youtube.com/watch?v=TGx0rApSk6w
Rea Garvey, VIZE - The One (Official Music Video);https://www.youtube.com/watch?v=vUkAoNYX07g
Justin Jesso - Getting Closer (Lyrics);https://www.youtube.com/watch?v=esp1J4Hr2t4
Olivia Rodrigo - drivers license (Official Video);https://www.youtube.com/watch?v=ZmDBbnmKpqQ
Lilicub - Voyage En Italie;https://www.youtube.com/watch?v=bse02AUNP_o
Lily Allen | Somewhere Only We Know (John Lewis Christmas Advert);https://www.youtube.com/watch?v=mer6X7nOY_o
P!NK - Sober;https://www.youtube.com/watch?v=nJ3ZM8FDBlg
Lady Antebellum - Need You Now;https://www.youtube.com/watch?v=eM213aMKTHg
The Weeknd - Save Your Tears (Official Music Video);https://www.youtube.com/watch?v=XXYlFuWEuKI
Taylor Swift - The Story Of Us;https://www.youtube.com/watch?v=nN6VR92V70M
Taylor Swift - Love Story;https://www.youtube.com/watch?v=8xg3vE8Ie_E
Faouzia & John Legend - Minefields (Official Music Video);https://www.youtube.com/watch?v=jKIEUdAMtrQ
Gérald De Palmas - J'en rêve encore (Clip officiel);https://www.youtube.com/watch?v=SP7nnmfhdRg
Wheatus - Teenage Dirtbag;https://www.youtube.com/watch?v=FC3y9llDXuM
Robin Schulz feat. KIDDO - All We Got (Official Video);https://www.youtube.com/watch?v=lznH7FZBBYs
Gérald De Palmas - Regarde-Moi Bien En Face;https://www.youtube.com/watch?v=AOPR08-seTc
Dua Lipa - We're Good (Official Music Video);https://www.youtube.com/watch?v=jr47YisIsz8
The Belle Stars - Sign Of The Times (1983);https://www.youtube.com/watch?v=lyV-GWhvZoY
Pop Songs World 2018 - Mashup of 50+ Pop Songs;https://www.youtube.com/watch?v=od7t74xo3yE
ATB, Topic, A7S - Your Love (9PM) (Official Music Video);https://www.youtube.com/watch?v=9hbu9toStfc
MEDUZA, Becky Hill, Goodboys - Lose Control (Lyric Video);https://www.youtube.com/watch?v=b7kxtIGaNpw
MEDUZA, Goodboys - Piece Of Your Heart (Visualizer);https://www.youtube.com/watch?v=KWjV25q34Hw
DECADE OF POP | The Megamix (2008-2018) // by Adamusic;https://www.youtube.com/watch?v=WMGxrqpZzV0
Pop Songs World 2017 - Mashup (Dj Pyromania);https://www.youtube.com/watch?v=Qu6vm15FV6s
Dua Lipa - IDGAF [French Demo] (Official Audio);https://www.youtube.com/watch?v=Aiyy_bPGOcQ
Keane - Somewhere Only We Know (Official Video);https://www.youtube.com/watch?v=Oextk-If8HQ
Gwen Stefani - Let Me Reintroduce Myself (Official Video);https://www.youtube.com/watch?v=vZvkyfwD8mI
Ava Max - My Head & My Heart [Official Lyric Video];https://www.youtube.com/watch?v=8XxfCrU4uWQ
Samantha Fox - Nothing Gonna Stop Me Now • TopPop;https://www.youtube.com/watch?v=kAXL8_zFX8M
LP - The One That You Love (Official Video);https://www.youtube.com/watch?v=y0rTljyiq9w
Mousse T. feat. Hot 'n' Juicy - Horny '98;https://www.youtube.com/watch?v=dH8WvayAo1M
Aura Dione - Friends (Official Video);https://www.youtube.com/watch?v=i5PJ6Cwy7mQ
Lena - Don't Lie To Me (Official Video);https://www.youtube.com/watch?v=B_BLi76JPqA
A Flock Of Seagulls - Space Age Love Song 1982;https://www.youtube.com/watch?v=mcMh6GZoFC8
Tears For Fears - Mad World (Official Music Video);https://www.youtube.com/watch?v=u1ZvPSpLxCg
We The Kings - Check Yes Juliet (Run Baby Run);https://www.youtube.com/watch?v=NnilaaFrza4
NENA | Irgendwie · Irgendwo · Irgendwann [1984] [Offizielles HD Musikvideo];https://www.youtube.com/watch?v=oMHLkcc9I9c
Kylie Minogue - Magic (Official Video);https://www.youtube.com/watch?v=vzZn31gd_Jc
Sam Smith - Diamonds;https://www.youtube.com/watch?v=8RvAKRoIDqU
Milk Inc. - I Just Died In Your Arms Tonight;https://www.youtube.com/watch?v=W6zD4IYeghU
DJ Sammy vs. Miss van der Kolk - I Fly With You (Cover Video);https://www.youtube.com/watch?v=Lkmk56M0Cqs
Fragma with Damae - You Are Alive (Original Video) 2001 #fragma #vocaltrance #2000s;https://www.youtube.com/watch?v=weNoszMslOs
Eighth Wonder - I'm Not Scared (Video);https://www.youtube.com/watch?v=J-PYqUHfTMA
Band of horses i go to the barn because i like the lyrics;https://www.youtube.com/watch?v=9n9m01SEfyQ
Go West -  We Close Our Eyes (Official Video);https://www.youtube.com/watch?v=iKAginGVpVI
Robin Schulz - Sun Goes Down feat. Jasmine Thompson (Official Video);https://www.youtube.com/watch?v=Mo4cmTaEDIk
Le Brio (Branchez la guitare) - Big Soul;https://www.youtube.com/watch?v=oJu9MfsAXZQ
the friendly indians- i know you know with lyrics;https://www.youtube.com/watch?v=K-QoQqKlsOc
Robert Palmer - Johnny and Mary (Official Video);https://www.youtube.com/watch?v=7_SAMrDnXOE
London Grammar - Wasting My Young Years [Official Video];https://www.youtube.com/watch?v=pkeDBwsIaZw
Geri Halliwell - It's Raining Men;https://www.youtube.com/watch?v=qqXUpe3jlkA
Martin Jensen, Alle Farben, Nico Santos - Running Back To You (Lyric Video);https://www.youtube.com/watch?v=HiXZGbLRQrY
Clean Bandit and Mabel - Tick Tock (feat. 24kGoldn) [Official Video];https://www.youtube.com/watch?v=yC8SPG2LwSA
twocolors - Lovefool (Official Music Video);https://www.youtube.com/watch?v=hcI0FfW0MXU
Milow - First Day Of My Life (Official Video);https://www.youtube.com/watch?v=yzrV_lur7lI
Glockenbach & Mougleta - Dancing In The Dirt;https://www.youtube.com/watch?v=3PCM3EFG-X4
Pitbull - Rain Over Me ft. Marc Anthony;https://www.youtube.com/watch?v=SmM0653YvXU
Bon Jovi - Bed Of Roses (Official Music Video);https://www.youtube.com/watch?v=NvR60Wg9R7Q
Meghan Trainor - Last Christmas (Official Audio);https://www.youtube.com/watch?v=qogRIfHg-lQ
Nickelback - What Are You Waiting For? (Lyric Video);https://www.youtube.com/watch?v=w-Ng5muAAcg
Simply Red - If You Don't Know Me By Now (Official Video);https://www.youtube.com/watch?v=zTcu7MCtuTs
Pet Shop Boys - Go West (Official Video) [HD REMASTERED];https://www.youtube.com/watch?v=LNBjMRvOB5M
All Saints - Never Ever (US Version) (Official Music Video);https://www.youtube.com/watch?v=nPXqkjpXZ_k
Aura - I Will Love You Monday - 0033;https://www.youtube.com/watch?v=1mTl3I-IQrU
Decco, Alex Clare - Crazy to Love You (Official Video);https://www.youtube.com/watch?v=THNmzcOrQBU
Olivia Ruiz - Elle Panique;https://www.youtube.com/watch?v=KWvdqzUQUhI
Lily Allen feat Ours - 22;https://www.youtube.com/watch?v=ng8DY1zM4Cs
DNCE - Cake By The Ocean;https://www.youtube.com/watch?v=vWaRiD5ym74
Deleted video;https://www.youtube.com/watch?v=r_GH6M7cUq4
Hartz 4 und der Tag gehört dir -  der zweite Partyhit von Ingo ohne Flamingo;https://www.youtube.com/watch?v=aMMqcBzMkRQ
Nathalie Cardone - Hasta siempre (Official Video HD);https://www.youtube.com/watch?v=kTqwy6ay1HQ
It's Only Love - Bryan Adams & Tina Turner;https://www.youtube.com/watch?v=_6igcfvq2BQ
Eagle-Eye Cherry - Save Tonight;https://www.youtube.com/watch?v=Nntd2fgMUYw
Bryan Adams - Summer Of '69 (Official Music Video);https://www.youtube.com/watch?v=eFjjO_lhf9c
Charles & Eddie - Would I Lie To You? (Official Video);https://www.youtube.com/watch?v=G_UXvcr22rM
Dennis Lloyd - Alien (Official Audio);https://www.youtube.com/watch?v=whbidPR4nVA
Count On Me - Bruno Mars (Lyrics) 🎵;https://www.youtube.com/watch?v=Msl2fl3h59I
Jason Derulo - Take You Dancing (Lyrics);https://www.youtube.com/watch?v=S4wS-YonJM8
Michael Schulte - For A Second (Official Lyric Video);https://www.youtube.com/watch?v=77tefMFySLM
Vengaboys - We're Going to Ibiza!;https://www.youtube.com/watch?v=MXXRHpVed3M
U2 - One (Official Music Video);https://www.youtube.com/watch?v=ftjEcrrf7r0
Blondie - Maria (HQ Audio);https://www.youtube.com/watch?v=xx6kLBDjHds
Marion Raven - Break You [OFFICIAL MUSIC VIDEO];https://www.youtube.com/watch?v=F3J_ywpJsSw
The Corrs - Everybody Hurts;https://www.youtube.com/watch?v=RmIqZQwuf3I
Lene Marlin   Where I'm Headed;https://www.youtube.com/watch?v=kKvaWsGh5jA
Lene Marlin - Unforgivable Sinner;https://www.youtube.com/watch?v=RD7kFCSfvvY
Lene Marlin - Sitting Down Here;https://www.youtube.com/watch?v=ClSVzlObxSc
Cut 'N' Move - Give It Up (93:2 HD) /1993/;https://www.youtube.com/watch?v=S-3zGDLeSfE
David Guetta & Sia - Let’s Love (Lyric video);https://www.youtube.com/watch?v=UBsPNEVt0SM
Wouldn't It Be Good - Nik Kershaw lyrics;https://www.youtube.com/watch?v=AYMAtbq0bjY
Ava Max - Naked [Official Music Video];https://www.youtube.com/watch?v=KMBE_hcSDTI
Lana Del Rey - Summertime Sadness (Official Music Video);https://www.youtube.com/watch?v=TdrL3QxjyVw
Ava Max - Born to the Night [Official Lyric Video];https://www.youtube.com/watch?v=riP6j7SZ04s
Square Rooms;https://www.youtube.com/watch?v=UnmArY0r3co
Robbie Williams - Candy;https://www.youtube.com/watch?v=gtOV7bp-gys
Robbie Williams - Angels (Official Video);https://www.youtube.com/watch?v=luwAMFcc2f8
Dua Lipa & Angèle – Fever (Official Lyric Video);https://www.youtube.com/watch?v=8f_Y7b5iiTc
Yael Naim - New Soul (Official Video);https://www.youtube.com/watch?v=hhE7QMXRE1g
Cats on trees "Sirens call" [Clip Officiel];https://www.youtube.com/watch?v=X3hJYDGSXt4
Robbie Williams - She's The One (Official Video);https://www.youtube.com/watch?v=sVaRHJn_dgM
Mr Oizo - Flat beat (Official Video with Flat Eric - 1999 - F Communications);https://www.youtube.com/watch?v=qmsbP13xu6k
Avalanche - Johnny, Johnny come home - 1989;https://www.youtube.com/watch?v=qRyiQbeYvf0
Kylie Minogue and Jason Donovan - Especially For You - Official Video;https://www.youtube.com/watch?v=yalM-2ih7RU
Ryan Paris - Dolce Vita (Official Video);https://www.youtube.com/watch?v=EXmABxvHTG4
X Ambassadors - Renegades (Lyric Video);https://www.youtube.com/watch?v=8j741TUIET0
Mike Oldfield ft. Maggie Reilly - Moonlight Shadow (Official Video);https://www.youtube.com/watch?v=e80qhyovOnA
P!nk - Can We Pretend ft. Cash Cash (Official Lyric Video);https://www.youtube.com/watch?v=KVlgHjzZN0k
Ava Max - Christmas Without You [Official Audio];https://www.youtube.com/watch?v=L1KEJzfsQEY
Double You - Please Don't Go [Official Video];https://www.youtube.com/watch?v=ujwm8YrEgI4
Ronan Keating - When You Say Nothing At All;https://www.youtube.com/watch?v=IobNcpiwpSc
Atomic Kitten - Eternal Flame (Official Video);https://www.youtube.com/watch?v=aztY_fpjJeQ
